date,title,abstract
2018-02-23,"CORRECTED-FOCUS-How General Electric gambled on fossil fuel power, and lost","NEW YORK, Feb 22 Last March, executives at General Electric Co's power-plant business gave Wall Street a surprisingly bullish forecast for the year. Despite flat demand for new natural gas power plants, they said, GE Power's revenue and profit would rise."
2018-02-23,BRIEF-GE Appoints Michael Holston As General Counsel,* SAYS MICHAEL HOLSTON NAMED SENIOR VICE PRESIDENT AND GENERAL COUNSEL OF GE‍​
2018-02-23,GE signs $1 billion deal with Ukraine to supply freight locomotives,General Electric Co's  transportation unit said on Friday it signed a $1 billion deal to supply 30 freight locomotives to Ukrainian Railways.
2018-02-23,GE signs $1 bln deal with Ukraine to supply freight locomotives,Feb 23 General Electric Co's transportation unit said on Friday it signed a $1 billion deal to supply 30 freight locomotives to Ukrainian Railways.
2018-02-24,UPDATE 2-GE says it may face U.S. action over subprime mortgage operations,"NEW YORK, Feb 23 General Electric Co faces potential legal action by the U.S. Department of Justice over allegations that its GE Capital unit and now-defunct WMC Mortgage Corp unit violated U.S. law in connection with subprime mortgages, according to a regulatory filing on Friday."
2018-02-25,General Electric to restate two years of earnings,"Feb 25 General Electric will restate its earnings for 2016 and 2017 as it adopts a new accounting standard, according to a regulatory filing Friday."
2018-02-26,General Electric to restate two years of earnings,"General Electric , the United States' largest industrial conglomerate, will restate its earnings for 2016 and 2017 as it adopts a new accounting standard, according to a regulatory filing on Friday. | Video"
2018-02-26,"UPDATE 4-GE names accounting, turnaround experts to board","* Shares recover initial fall to rise 1.3 pct (Adds analysts' comment, details from CEO letter; updates shares)"
2018-02-26,GE nominates three new directors to board,"Feb 26 General Electric Co on Monday nominated three new candidates for its board of directors, ahead of a shareholder meeting in April."
2018-02-26,"BRIEF-GE Announces 2018 Board Slate, Includes 3 New Directors",* GE ANNOUNCES 2018 BOARD OF DIRECTORS SLATE; INCLUDES THREE NEW DIRECTORS
2018-03-01,GE to develop world's largest wind turbine in France,"PARIS, March 1 General Electric plans to invest more than $400 million over the next three to five years to develop the world's biggest offshore wind turbine, which will have a capacity of 12 megawatts and stand 260 metres (853 feet) tall."
2018-03-05,Chinese firms prepare bids for GE lighting operations: sources,"HONG KONG/FRANKFURT At least two Chinese companies are preparing bids for industrial conglomerate General Electric's  remaining lighting assets in a potentially $1 billion deal, according to people familiar with the situation."
2018-03-05,Chinese firms prepare bids for GE lighting ops - sources,"HONG KONG/FRANKFURT, March 5 At least two Chinese companies are preparing bids for industrial conglomerate General Electric's remaining lighting assets in a potentially $1 billion deal, according to people familiar with the situation."
2018-03-07,GRAPHIC-GE value could slip to lowest among large U.S. industrials,"March 7 General Electric Co, which was the most valuable publicly traded U.S. industrial conglomerate at the beginning of the year, could sink to the No. 4 spot after a prolonged selloff that has shaken confidence in the company."
2018-03-07,BRIEF-GE Announces Innovative Energy Storage Platform Called The Reservoir,* GE ANNOUNCES INNOVATIVE ENERGY STORAGE PLATFORM CALLED THE RESERVOIR Source text for Eikon: Further company coverage:
2018-03-09,Deals of the day-Mergers and acquisitions,"March 9 The following bids, mergers, acquisitions and disposals were reported by 2100 GMT on Friday:"
2018-03-12,BRIEF-General Electric Co Says Former Chairman And CEO Jeff Immelt's SEC Total Compensation Was $8.1 Million,* GENERAL ELECTRIC CO SAYS FORMER CHAIRMAN AND CEO JEFF IMMELT'S SEC TOTAL COMPENSATION WAS $8.1 MILLION - SEC FILING
2018-03-12,"BRIEF-GE Renewable Energy, Fina Enerji To Work On Potential 8 Wind Projects In Turkey","* GE RENEWABLE ENERGY - CO, FINA ENERJI SIGNED AGREEMENT TO WORK ON POTENTIAL 8 WIND PROJECTS IN TURKEY PROVIDING UP TO 410 MW OF POWER BY DEC 31, 2020"
2018-03-14,UPDATE 1-GE starts flight trials for world's largest jet engine,"SEATTLE, March 14 General Electric has begun flight trials of the world's largest jet engine after delays caused by technical problems, the U.S. conglomerate said on Wednesday. A special Boeing 747 test aircraft flew on Tuesday from Victorville, California, with the new E9X engine mounted under its left wing, dwarfing the plane's three other engines."
2018-03-20,UPDATE 1-General Electric announces 225 orders for refurbished locomotives,"March 20 General Electric Co's transportation unit said on Tuesday several North American railroads have placed orders this year for 225 refurbished locomotives, although it declined to say which railroads ordered the equipment."
2018-03-20,General Electric announces 225 orders for refurbished locomotives,"March 20 General Electric Co's transportation unit said on Tuesday several North American railroads have placed orders this year for 225 refurbished locomotives, although it declined to say which railroads ordered the equipment."
2018-03-28,UPDATE 3-Equifax names former GE executive Mark Begor as CEO,"March 28 Credit-monitoring firm Equifax Inc named former General Electric Co executive Mark Begor as chief executive officer on Wednesday, as it looks to regain investor confidence after being hit by a massive data breach."
2018-03-29,"GE charge, restatement may help explain cash issues","NEW YORK, March 29 General Electric Co is poised to shine light into a sizable part of its financial black box, an area that governs how it estimates revenue from long-term contracts."
2018-03-30,"Baker Hughes GE's CEO of Australia, New Zealand and Papua New Guinea departs","March 30 Mary Hackett has left her job as chief executive officer of Australia, New Zealand and Papua New Guinea for General Electric's Baker Hughes oilfield services firm, a company  spokeswoman confirmed on Friday."
2018-04-02,Baker Hughes explores sale of gas metering business -sources,"April 2 Baker Hughes, the oilfield services company controlled by General Electric Co, is exploring a sale of its gas detection and metering business that could be worth around $900 million, people familiar with the matter said on Monday."
2018-04-02,Deals of the day-Mergers and acquisitions,"April 2 The following bids, mergers, acquisitions and disposals were reported by 2000 GMT on Monday: ** General Electric Co's healthcare unit said it would sell its information technology business to private equity firm Veritas Capital for $1.05 billion in cash as it sharpens its focus on smart diagnostics and connected devices. ** ReNew Power, backed by Goldman Sachs and Canada Pension Plan Investment Board (CPPIB), said it has acquired Ostro Energy Private Ltd, backed by London-bas"
2018-04-02,GE Healthcare to sell IT unit to Veritas for $1.05 billion,General Electric Co's  healthcare unit said on Monday it would sell its information technology business to private equity firm Veritas Capital for $1.05 billion in cash as it sharpens its focus on smart diagnostics and connected devices.
2018-04-02,UPDATE 1-GE Healthcare to sell IT unit to Veritas for $1.05 bln,April 2 General Electric Co's healthcare unit said on Monday it would sell its information technology business to private equity firm Veritas Capital for $1.05 billion in cash as it sharpens its focus on smart diagnostics and connected devices.
2018-04-02,"Baker Hughes, GE sign contract with Iraq to process natural gas at two fields","BAGHDAD Baker Hughes and General Electric signed a contract with Iraq's government on Monday to process natural gas extracted alongside crude oil at two fields in southern Iraq, the oil ministry said."
2018-04-02,"UPDATE 1-Baker Hughes, GE sign contract with Iraq to process natural gas at two fields","BAGHDAD, April 2 Baker Hughes and General Electric signed a contract with Iraq's government on Monday to process natural gas extracted alongside crude oil at two fields in southern Iraq, the oil ministry said."
2018-04-02,"Iraq signs contract with Baker Hugues, GE to process natural gas produced with crude oil","BAGHDAD, April 2 Iraq signed a contract with Baker Hughes and General Electric to process natural gas extracted alongside crude oil produced from two fields in the south of the country, the oil ministry said in a statement on Monday. (Reporting by Maher Chmaytelli; editing by John Stonestreet)"
2018-04-04,"BRIEF-GE Says To Issue Restatement Of 2017, 2016 Earnings By April 13 Reflecting New Accounting Standards","* GE SAYS TO ISSUE RESTATEMENT OF 2017, 2016 EARNINGS BY APRIL 13 REFLECTING NEW ACCOUNTING STANDARDS Further company coverage:"
2018-04-04,"BRIEF-India's Rail Ministry Says Agreements Signed With Alstom, General Electric For Manufacturing Electric, Diesel Locomotives","* AGREEMENTS SIGNED WITH ALSTOM AND GENERAL ELECTRIC FOR MANUFACTURING, MAINTENANCE OF ELECTRIC, DIESEL LOCOMOTIVES"
2018-04-05,GE to restate two years of earnings by April 13,General Electric Co  said on Wednesday that it planned to provide restated results for 2016 and 2017 to reflect a new accounting standard by April 13.
2018-04-12,"UPDATE 3-GE explores public offering, hybrid deals in strategic review - WSJ","April 12 General Electric Co is exploring a public offering for one of its divisions and discussing hybrid deals with public companies to combine assets, the Wall Street Journal reported on Thursday, citing people familiar with the matter."
2018-04-12,"CORRECTED-GE explores hybrid deals, spinoffs in strategic review- WSJ","April 12 General Electric Co is exploring a public offering for one of its divisions and discussing hybrid deals with public companies to combine assets, the Wall Street Journal reported, citing people familiar with the matter."
2018-04-13,"UPDATE 2-GE books $4.2 bln charge, restates earnings as expected","NEW YORK, April 13 General Electric Co said on Friday it took a $4.24 billion equity charge and reduced earnings for the last two years by 30 cents a share, figures in line with expectations the company set earlier this year when it said it would comply with new accounting standards."
2018-04-13,BRIEF-GE Says Retained Earnings As Of Jan 1 2016 Decreased By $4.24 Bln Due To Adoption Of New Revenue Standard,"* GENERAL ELECTRIC CO - AS RESULT OF ADOPTION OF NEW REVENUE STANDARD, PREVIOUSLY REPORTED RETAINED EARNINGS AS OF JAN. 1, 2016 DECREASED BY $4,243 MLN"
